"Kettlebell High Pull";"Conditioning";"Strength";"Kettlebell";"Upper body";"Pull";"Shoulders, Traps, Core";"Swing the kettlebell up to your chest by pulling with your arms."
"Russian Twists";"Crossfit";"Mobility";"Medicine Ball";"Core";"Hold";"Obliques, Abs, Hip Flexors";"Sit on the floor, lean back slightly, and twist your torso from side to side while holding the ball."
"Bear Crawls";"Crossfit";"Mobility";"Bodyweight";"Full body";"Push";"Quads, Shoulders, Core";"Crawl forward on your hands and feet while keeping your hips low."
"Good Mornings";"Crossfit";"Strength";"Barbell";"Lower body";"Pull";"Hamstrings, Glutes, Lower Back";"With a barbell on your back, hinge at your hips, lower your torso, and return to a standing position."
"Box Jumps";"Conditioning";"Cardio";"Box";"Lower body";"Push";"Quads, Glutes, Calves";"Jump onto a box from a standing position and step down carefully."
"Scissor Jumps";"Conditioning";"Cardio";"Bodyweight";"Lower body";"Push";"Quads, Hamstrings, Glutes, Core";"Jump from a lunge position, switching legs mid-air, and repeat continuously."
"Thrusters";"Crossfit";"Strength";"Dumbbells";"Full body";"Push";"Quads, Shoulders, Glutes, Core";"Squat down holding dumbbells at your shoulders, then press them overhead as you stand."
"Wall Balls";"Crossfit";"Strength";"Medicine Ball";"Full body";"Push";"Quads, Shoulders, Glutes, Core";"Squat down holding a medicine ball and throw it up to a target on the wall as you stand."
"Snatch Grip Deadlift";"Olympic Weightlifting";"Strength";"Barbell";"Full body";"Pull";"Quads, Glutes, Shoulders, Core";"Grip the bar wide, keep your back flat, and lift by straightening your legs and hips."
"Plank Jacks";"Conditioning";"Cardio";"Bodyweight";"Core";"Hold";"Abs, Shoulders, Glutes";"Start in a plank position and jump your feet apart and together while keeping your core tight."
"Dumbbell Bench Press";"Crossfit";"Strength";"Dumbbells";"Upper body";"Push";"Chest, Triceps, Shoulders";"Lie on a bench with dumbbells in each hand, lower them to your chest, and press back up."
"Burpee Pull-ups";"Conditioning";"Cardio";"Pull-up Bar";"Full body";"Pull, Push";"Quads, Shoulders, Core, Lats";"Perform a burpee, jump up to a pull-up bar, and complete a pull-up."
"Sumo Deadlift High Pull";"Crossfit";"Strength";"Barbell";"Full body";"Pull";"Hamstrings, Glutes, Shoulders, Core";"Grip the barbell with a wide stance, pull it up to your chest, and lower it back down."
"Turkish Get-ups";"Conditioning";"Strength";"Kettlebell";"Full body";"Hold";"Shoulders, Core, Glutes";"Hold a kettlebell overhead and slowly get up from the floor to a standing position and back down."
"Jumping Lunges";"Conditioning";"Cardio";"Bodyweight";"Lower body";"Push";"Quads, Hamstrings, Glutes, Core";"Start in a lunge position, jump up, and switch legs in mid-air."
"Rope Climb";"Gymnastics";"Strength";"Rope";"Upper body";"Pull";"Lats, Biceps, Forearms, Core";"Climb up the rope using your hands and legs, reaching the top as quickly as possible."
"Hanging Leg Raises";"Gymnastics";"Strength";"Pull-up Bar";"Core";"Hold";"Abs, Hip Flexors";"Hang from a pull-up bar and raise your legs towards the bar while keeping your core tight."
"Back Squat";"Crossfit";"Strength";"Barbell";"Lower body";"Push";"Quads, Glutes, Core";"Hold a barbell on your back, squat down, and push through your heels to stand back up."
"Mountain Climbers";"Conditioning";"Cardio";"Bodyweight";"Core";"Hold";"Abs, Quads, Shoulders";"Start in a plank position and alternate driving your knees to your chest as quickly as possible."
"Jumping Jacks";"Conditioning";"Cardio";"Bodyweight";"Full body";"Push";"Quads, Shoulders, Calves";"Jump your feet out and raise your arms overhead, then return to the starting position."
"Deadlifts";"Crossfit";"Strength";"Barbell";"Lower body";"Pull";"Hamstrings, Glutes, Lower Back";"Grip the barbell, keep your back flat, and lift by straightening your hips and knees."
"Kettlebell Swings";"Crossfit";"Strength";"Kettlebell";"Full body";"Pull";"Hamstrings, Glutes, Core, Shoulders";"Swing the kettlebell between your legs and up to shoulder height using the power from your hips."
"Sit-ups";"Gymnastics";"Strength";"Bodyweight";"Core";"Hold";"Abs, Hip Flexors";"Lie on your back, sit up and touch your toes, then return to the lying position."
"Windshield Wipers";"Crossfit";"Mobility";"Bodyweight";"Core";"Hold";"Abs, Obliques, Hip Flexors";"Lie on your back with legs raised, rotate them from side to side while keeping your core tight."
"Push Press";"Crossfit";"Strength";"Barbell";"Upper body";"Push";"Shoulders, Triceps, Core";"Hold the barbell at your shoulders, dip your knees slightly, and press the bar overhead."
"Jump Squats";"Conditioning";"Cardio";"Bodyweight";"Lower body";"Push";"Quads, Glutes, Core";"Start in a squat position and jump explosively, landing softly back into the squat."
"Plank to Push-up";"Crossfit";"Strength";"Bodyweight";"Upper body";"Push";"Chest, Shoulders, Triceps, Core";"Start in a plank position, lower yourself down to your elbows, then press back up to your hands."
"Battle Ropes";"Conditioning";"Cardio";"Rope";"Full body";"Push";"Shoulders, Core, Quads, Glutes";"Hold a rope in each hand, slam the ropes up and down quickly while staying low in a squat."
"Ring Dips";"Gymnastics";"Strength";"Rings";"Upper body";"Push";"Triceps, Shoulders, Chest";"Lower your body between the rings and press back up to full extension."
"Pistol Squats";"Crossfit";"Strength";"Bodyweight";"Lower body";"Push";"Quads, Glutes, Hamstrings, Core";"Stand on one leg, squat down fully, and return to standing while keeping the other leg extended."
"Handstand Push-ups";"Crossfit";"Strength";"Bodyweight";"Upper body";"Push";"Shoulders, Triceps, Core";"Kick up into a handstand against a wall, lower your head to the ground, and push back up."
"Kettlebell Goblet Squats";"Conditioning";"Strength";"Kettlebell";"Lower body";"Push";"Quads, Glutes, Core";"Hold the kettlebell close to your chest, squat down, and stand back up while keeping your chest up."
"Jumping Pull-ups";"Conditioning";"Cardio";"Pull-up Bar";"Upper body";"Pull";"Lats, Biceps, Core";"Jump up to grab the pull-up bar and pull yourself up, then lower back down slowly."
"Box Step-ups";"Conditioning";"Cardio";"Box";"Lower body";"Push";"Quads, Glutes, Core";"Step up onto a box with one foot and drive through your heel to stand fully before stepping down."
"Toes to Bar";"Gymnastics";"Strength";"Pull-up Bar";"Core";"Hold";"Abs, Hip Flexors";"Hang from a pull-up bar and lift your toes up to touch the bar, then lower back down."
"Sled Push";"Conditioning";"Strength";"Sled";"Full body";"Push";"Quads, Glutes, Shoulders, Core";"Push the sled across the floor as fast as possible, maintaining a low body position."
"Kettlebell Snatch";"Crossfit";"Strength";"Kettlebell";"Full body";"Pull";"Shoulders, Quads, Glutes, Core";"Swing the kettlebell overhead in one motion, pulling with your arm and legs."
"Bar Muscle-ups";"Gymnastics";"Strength";"Pull-up Bar";"Upper body";"Pull";"Lats, Biceps, Core";"Pull yourself up to the bar and transition over it, pressing out at the top."
"Russian Kettlebell Swings";"Conditioning";"Cardio";"Kettlebell";"Lower body";"Pull";"Hamstrings, Glutes, Shoulders, Core";"Swing the kettlebell to shoulder height using power from your hips."
"Walking Lunges";"Crossfit";"Strength";"Bodyweight";"Lower body";"Push";"Quads, Glutes, Hamstrings, Core";"Step forward into a lunge position and alternate legs as you move forward."
"Clapping Push-ups";"Conditioning";"Cardio";"Bodyweight";"Upper body";"Push";"Chest, Shoulders, Triceps";"Perform a push-up and explode off the ground to clap your hands before landing back down."
"Single-arm Kettlebell Press";"Crossfit";"Strength";"Kettlebell";"Upper body";"Push";"Shoulders, Triceps, Core";"Press the kettlebell overhead with one arm while keeping your body stable."
"Burpee Box Jumps";"Conditioning";"Cardio";"Box";"Full body";"Push";"Quads, Glutes, Shoulders, Core";"Perform a burpee, then jump onto a box and step down, repeating the movement."
"Front Rack Lunges";"Crossfit";"Strength";"Barbell";"Lower body";"Push";"Quads, Glutes, Core";"Hold the barbell in the front rack position and step forward into a lunge."
"Sit-up to Stand";"Crossfit";"Strength";"Bodyweight";"Core";"Hold";"Abs, Hip Flexors";"Perform a sit-up and use momentum to transition into a standing position."
"Weighted Pull-ups";"Crossfit";"Strength";"Pull-up Bar, Weights";"Upper body";"Pull";"Lats, Biceps, Core";"Attach weight to your body and perform pull-ups, focusing on strict form."
"Sumo Deadlift";"Crossfit";"Strength";"Barbell";"Lower body";"Pull";"Hamstrings, Glutes, Core";"Stand with a wide stance, grip the barbell, and lift by straightening your legs and hips."
"Wind Sprints";"Conditioning";"Cardio";"None";"Full body";"Push";"Quads, Glutes, Calves, Core";"Sprint at maximum effort for short distances, then rest and repeat."
"Glute Bridge";"Conditioning";"Mobility";"Bodyweight";"Lower body";"Hold";"Glutes, Hamstrings, Core";"Lie on your back, lift your hips by squeezing your glutes, and hold at the top."
"Ring Rows";"Gymnastics";"Strength";"Rings";"Upper body";"Pull";"Lats, Biceps, Shoulders";"Grip the rings, lean back, and pull your chest up to the rings while keeping your body straight."
"Kettlebell Deadlift";"Conditioning";"Strength";"Kettlebell";"Lower body";"Pull";"Hamstrings, Glutes, Lower Back";"Stand over the kettlebell, hinge at your hips, and lift by straightening your legs and hips."
"Box Jumps";"Conditioning";"Cardio";"Box";"Lower body";"Push";"Quads, Glutes, Calves";"Jump onto a box from a standing position and step down carefully."
"Strict Press";"Crossfit";"Strength";"Barbell";"Upper body";"Push";"Shoulders, Triceps, Core";"Press the barbell overhead with no assistance from your legs or body."
"Side Plank Raises";"Gymnastics";"Strength";"Bodyweight";"Core";"Hold";"Obliques, Abs, Shoulders";"Hold a side plank position and raise and lower your hips, focusing on control."
"Overhead Squat";"Olympic Weightlifting";"Strength";"Barbell";"Lower body";"Push";"Quads, Glutes, Shoulders, Core";"Hold the barbell overhead with arms extended, squat down keeping your chest up, and stand back up."
"Med Ball Wall Sit";"Crossfit";"Strength";"Medicine Ball";"Lower body";"Hold";"Quads, Glutes, Core";"Hold a wall sit position while squeezing a medicine ball between your legs."
"Dumbbell Thrusters";"Crossfit";"Strength";"Dumbbells";"Full body";"Push";"Quads, Glutes, Shoulders, Core";"Hold dumbbells at your shoulders, squat down, and press them overhead as you stand."
"Clean and Jerk";"Olympic Weightlifting";"Strength";"Barbell";"Full body";"Push, Pull";"Quads, Glutes, Shoulders, Core";"Lift the barbell from the floor to your shoulders, then drive it overhead."
"Alternating Dumbbell Snatches";"Crossfit";"Strength";"Dumbbells";"Full body";"Pull";"Quads, Glutes, Shoulders, Core";"Lift a dumbbell from the ground to overhead in one motion, alternating arms."
"Plank Shoulder Taps";"Crossfit";"Strength";"Bodyweight";"Core";"Hold";"Abs, Shoulders, Glutes";"Start in a plank position and tap your opposite shoulder with each hand, keeping your hips stable."
"Dumbbell Floor Press";"Crossfit";"Strength";"Dumbbells";"Upper body";"Push";"Chest, Triceps, Shoulders";"Lie on the floor with dumbbells, lower them to your chest, and press back up."
"Rowing Sprints";"Conditioning";"Cardio";"Rowing Machine";"Full body";"Pull";"Quads, Glutes, Back, Core";"Row at maximum intensity for short bursts, followed by rest."
"Alternating Kettlebell Lunges";"Conditioning";"Strength";"Kettlebell";"Lower body";"Push";"Quads, Glutes, Core";"Hold a kettlebell in one hand, step forward into a lunge, and alternate legs."
"Barbell Bent-over Rows";"Crossfit";"Strength";"Barbell";"Upper body";"Pull";"Back, Biceps, Shoulders";"Hinge at your hips, pull the barbell towards your chest, and lower it back down."
"Single-leg Deadlift";"Crossfit";"Strength";"Bodyweight";"Lower body";"Pull";"Hamstrings, Glutes, Core";"Hinge at your hips while standing on one leg, lower your torso, and return to standing."
"Bear Crawl";"Conditioning";"Mobility";"Bodyweight";"Full body";"Hold";"Shoulders, Core, Glutes";"Crawl forward on all fours while keeping your hips low and your core engaged."
"Tire Flips";"Crossfit";"Strength";"Tire";"Full body";"Push, Pull";"Quads, Glutes, Back, Core";"Bend down, grip the tire, lift it, and flip it over."
"Weighted Step-ups";"Conditioning";"Strength";"Dumbbells";"Lower body";"Push";"Quads, Glutes, Hamstrings";"Step onto a bench or box with weights in hand, driving through the front heel to stand up."
"Medicine Ball Cleans";"Crossfit";"Strength";"Medicine Ball";"Full body";"Pull";"Quads, Glutes, Core, Shoulders";"From a squat, lift the ball to your chest in one motion and stand up."
"Barbell Shrugs";"Crossfit";"Strength";"Barbell";"Upper body";"Pull";"Trapezius, Shoulders";"Hold the barbell in front of you and shrug your shoulders up and down."
"Bear Complex";"Crossfit";"Strength";"Barbell";"Full body";"Push";"Quads, Glutes, Shoulders, Core";"Perform a sequence of power cleans, front squats, push presses, and back squats in one fluid motion."
"Box Dips";"Conditioning";"Strength";"Box";"Upper body";"Push";"Triceps, Shoulders, Chest";"Place your hands on a box behind you, lower your body, and press back up."
"Split Jerk";"Olympic Weightlifting";"Strength";"Barbell";"Full body";"Push";"Quads, Glutes, Shoulders";"Lift the barbell from your shoulders and split your legs while pushing it overhead."
"Agility Ladder Drills";"Conditioning";"Cardio";"Agility Ladder";"Full body";"Cardio";"Quads, Calves, Core";"Perform various footwork drills using the agility ladder for speed and coordination."
"Reverse Crunch";"Crossfit";"Strength";"Bodyweight";"Core";"Pull";"Abs, Hip Flexors";"Lie on your back, lift your legs towards your chest, and curl your hips off the ground."
"Single-leg Kettlebell Swing";"Crossfit";"Strength";"Kettlebell";"Lower body";"Pull";"Glutes, Hamstrings, Core";"Swing the kettlebell while standing on one leg, focusing on balance and control."
"Crossfit Open Workouts";"Conditioning";"Strength";"Various";"Full body";"Push";"All muscle groups";"Participate in the annual CrossFit Open, focusing on varied workouts each week."
"Wall Balls";"Crossfit";"Strength";"Medicine Ball";"Full body";"Push";"Quads, Glutes, Shoulders";"Squat down holding the ball, then throw it up to a target as you stand."
"Ab Wheel Rollout";"Crossfit";"Strength";"Ab Wheel";"Core";"Pull";"Abs, Shoulders";"Kneel down, roll the wheel forward, and pull back while engaging your core."
"Power Snatch";"Olympic Weightlifting";"Strength";"Barbell";"Full body";"Pull";"Quads, Glutes, Shoulders";"Lift the barbell from the ground to overhead in one swift motion."
"Chin-ups";"Crossfit";"Strength";"Pull-up Bar";"Upper body";"Pull";"Lats, Biceps, Core";"Pull your body up until your chin is above the bar, then lower back down."
"Dumbbell Incline Press";"Crossfit";"Strength";"Dumbbells";"Upper body";"Push";"Chest, Triceps, Shoulders";"Press dumbbells up from an inclined bench, focusing on control."
"High Knees";"Conditioning";"Cardio";"None";"Full body";"Push";"Quads, Calves, Core";"Run in place while bringing your knees up high towards your chest."
"Skater Jumps";"Conditioning";"Cardio";"None";"Lower body";"Push";"Quads, Glutes, Hamstrings";"Jump side to side, landing on one foot and then the other in a controlled motion."
"Dumbbell Renegade Rows";"Crossfit";"Strength";"Dumbbells";"Upper body";"Pull";"Back, Biceps, Core";"In a plank position with dumbbells, row one dumbbell to your side while stabilizing your body."
"Seated Leg Tucks";"Crossfit";"Strength";"Bodyweight";"Core";"Pull";"Abs, Hip Flexors";"Sit on the ground and pull your knees towards your chest, then extend back out."
"Burpee Tuck Jumps";"Conditioning";"Cardio";"None";"Full body";"Push";"Quads, Glutes, Core";"Perform a burpee followed by a tuck jump as you explode off the ground."
"Dumbbell Overhead Lunges";"Crossfit";"Strength";"Dumbbells";"Lower body";"Push";"Quads, Glutes, Shoulders";"Hold dumbbells overhead and lunge forward, alternating legs."
"Reverse Lunges";"Conditioning";"Strength";"Bodyweight";"Lower body";"Push";"Quads, Glutes, Hamstrings";"Step back into a lunge position and push back up to standing."
"Push-up with Rotation";"Crossfit";"Strength";"Bodyweight";"Upper body";"Push";"Chest, Shoulders, Core";"Perform a push-up and rotate into a side plank, alternating sides."
"Barbell Squat Cleans";"Crossfit";"Strength";"Barbell";"Lower body";"Pull";"Quads, Glutes, Core";"Clean the barbell from the ground to your shoulders while squatting."
"Split Squats";"Conditioning";"Strength";"Bodyweight";"Lower body";"Push";"Quads, Glutes, Hamstrings";"Lower your body into a split squat position and return to standing."
"Jumping Lunges";"Conditioning";"Cardio";"Bodyweight";"Lower body";"Push";"Quads, Glutes, Core";"Jump up and switch legs while lowering into a lunge."
"Calisthenics Circuits";"Conditioning";"Strength";"None";"Full body";"Push";"All muscle groups";"Combine various bodyweight exercises into a circuit for endurance and strength."
"Stair Climbs";"Conditioning";"Cardio";"Stairs";"Lower body";"Push";"Quads, Glutes, Calves";"Run or walk up and down the stairs for cardio."
"Kettlebell Front Squats";"Crossfit";"Strength";"Kettlebell";"Lower body";"Push";"Quads, Glutes, Core";"Hold a kettlebell at your chest, squat down, and return to standing."
"Pull-up Negatives";"Crossfit";"Strength";"Pull-up Bar";"Upper body";"Pull";"Lats, Biceps";"Jump up to the bar and lower yourself down slowly to increase strength."
"Single-arm Dumbbell Row";"Crossfit";"Strength";"Dumbbells";"Upper body";"Pull";"Back, Biceps";"Support your body on a bench, row one dumbbell towards your side, and switch arms."
"Frog Jumps";"Conditioning";"Cardio";"None";"Lower body";"Push";"Quads, Glutes";"Jump forward with both feet, landing softly and maintaining balance."
"Weighted V-ups";"Crossfit";"Strength";"Weight";"Core";"Pull";"Abs, Hip Flexors";"Lie on your back holding a weight, lift your legs and torso to meet in the middle."
"Barbell Hip Thrust";"Crossfit";"Strength";"Barbell";"Lower body";"Push";"Glutes, Hamstrings";"Rest your upper back on a bench, lift your hips by driving through your heels."
"Single-leg Box Squats";"Crossfit";"Strength";"Box";"Lower body";"Push";"Quads, Glutes, Core";"Sit back onto a box with one leg extended, then stand back up."
"Farmer's Walk";"Crossfit";"Strength";"Dumbbells";"Full body";"Push";"Grip Strength, Shoulders, Core";"Carry heavy weights in each hand while walking for distance or time."
"Squat Thrusts";"Crossfit";"Strength";"Bodyweight";"Full body";"Push";"Quads, Glutes, Core";"Perform a squat thrust by jumping back to a plank and returning to a squat."
"Barbell Front Raises";"Crossfit";"Strength";"Barbell";"Upper body";"Push";"Shoulders, Traps";"Raise the barbell in front of you to shoulder height and lower back down."
"Single-leg Calf Raises";"Crossfit";"Strength";"Bodyweight";"Lower body";"Push";"Calves";"Raise your heel off the ground while standing on one leg, focusing on balance."
"Plank Jacks";"Conditioning";"Cardio";"None";"Core";"Push";"Abs, Shoulders";"In a plank position, jump your feet out and in while maintaining a stable core."
"Box Jumps";"Crossfit";"Strength";"Box";"Lower body";"Push";"Quads, Glutes, Hamstrings";"Jump onto a sturdy box, landing softly and stepping back down."
"Wall Sits";"Crossfit";"Strength";"None";"Lower body";"Hold";"Quads, Hamstrings, Glutes";"Sit against a wall as if in a chair, holding the position for time."
"Burpee Broad Jumps";"Conditioning";"Cardio";"None";"Full body";"Push";"Quads, Glutes, Core";"Perform a burpee followed by a broad jump forward."
"Battle Ropes";"Conditioning";"Cardio";"Battle Ropes";"Full body";"Push";"Arms, Core";"Wave the ropes in various patterns for cardio and strength training."
"Side Lunges";"Crossfit";"Strength";"Bodyweight";"Lower body";"Push";"Quads, Hamstrings, Glutes";"Step out to the side and lower your body into a lunge, returning to standing."
"Kettlebell Goblet Squats";"Crossfit";"Strength";"Kettlebell";"Lower body";"Push";"Quads, Glutes, Core";"Hold a kettlebell close to your chest and squat down, keeping your chest upright."
"High-Intensity Interval Training";"Conditioning";"Cardio";"None";"Full body";"Push";"All muscle groups";"Perform bursts of high-intensity exercises followed by short rest periods."
"Jump Rope";"Conditioning";"Cardio";"Jump Rope";"Full body";"Cardio";"Calves, Shoulders, Core";"Jump rope continuously for cardio and coordination."
"Handstand Push-ups";"Crossfit";"Strength";"None";"Upper body";"Push";"Shoulders, Triceps";"Kick up into a handstand against a wall and lower your body down, then push back up."
"Dumbbell Box Step-ups";"Conditioning";"Strength";"Dumbbells";"Lower body";"Push";"Quads, Glutes";"Step onto a box with one foot, bringing the other foot up and stepping down."
"Kettlebell Snatch";"Crossfit";"Strength";"Kettlebell";"Full body";"Pull";"Shoulders, Core";"Lift the kettlebell from the ground to overhead in one swift motion."
"Plank to Push-up";"Crossfit";"Strength";"None";"Upper body";"Push";"Core, Shoulders";"Start in a plank position and transition to a push-up position, alternating arms."
"Box Bear Crawls";"Crossfit";"Strength";"Box";"Full body";"Hold";"Shoulders, Core";"Bear crawl over the box, keeping your hips low and core engaged."
"Sandbag Cleans";"Crossfit";"Strength";"Sandbag";"Full body";"Pull";"Quads, Core";"Clean the sandbag from the ground to your chest in one fluid motion."
"Overhead Tricep Extensions";"Crossfit";"Strength";"Dumbbell";"Upper body";"Push";"Triceps";"Raise a dumbbell overhead, lower it behind your head, and extend back up."
"Single-arm Kettlebell Swings";"Crossfit";"Strength";"Kettlebell";"Full body";"Pull";"Glutes, Core";"Swing the kettlebell with one arm, engaging your hips and core."
"V-ups";"Crossfit";"Strength";"Bodyweight";"Core";"Pull";"Abs, Hip Flexors";"Lie flat, lift your legs and torso to form a V shape, then lower back down."
"Wall Walks";"Crossfit";"Strength";"None";"Upper body";"Push";"Shoulders, Core";"Walk your feet up the wall while in a push-up position until you’re as vertical as possible."
"Squat Clean Thrusters";"Crossfit";"Strength";"Barbell";"Full body";"Push";"Quads, Shoulders";"Clean the barbell from the ground to your shoulders and press overhead in one motion."
"Side Plank with Rotation";"Crossfit";"Strength";"None";"Core";"Pull";"Obliques, Shoulders";"In a side plank position, rotate your torso and reach your arm under your body."
"Russian Twists";"Crossfit";"Strength";"None";"Core";"Pull";"Abs, Obliques";"Sit on the ground, lean back slightly, and twist your torso side to side while holding a weight."
"Battle Rope Slams";"Conditioning";"Cardio";"Battle Ropes";"Full body";"Push";"Arms, Core";"Lift and slam the ropes down hard to engage your entire body."
"Deadlifts";"Crossfit";"Strength";"Barbell";"Full body";"Pull";"Back, Hamstrings, Glutes";"Lift the barbell from the ground to hip level while keeping your back straight."
"Walking Lunges";"Conditioning";"Strength";"Bodyweight";"Lower body";"Push";"Quads, Glutes";"Lunge forward with alternating legs while keeping your torso upright."
"Box Jump Overs";"Crossfit";"Strength";"Box";"Lower body";"Push";"Quads, Glutes";"Jump onto the box and over it, landing softly on the other side."
"Push Press";"Crossfit";"Strength";"Barbell";"Upper body";"Push";"Shoulders, Triceps";"Dip your knees slightly, then press the barbell overhead."
"Medicine Ball Slams";"Crossfit";"Strength";"Medicine Ball";"Full body";"Push";"Core, Shoulders";"Lift the medicine ball overhead and slam it down to the ground with force."
"Toe Touches";"Crossfit";"Strength";"None";"Core";"Pull";"Abs";"Lie on your back, lift your legs straight up, and reach for your toes."
"Double-unders";"Conditioning";"Cardio";"Jump Rope";"Full body";"Cardio";"Calves, Shoulders";"Jump rope with a double jump, making the rope pass under your feet twice."
"Plate Raises";"Crossfit";"Strength";"Weight Plate";"Upper body";"Push";"Shoulders";"Hold a weight plate with both hands and raise it to shoulder height."
"Weighted Lunges";"Crossfit";"Strength";"Dumbbells";"Lower body";"Push";"Quads, Glutes";"Hold weights and lunge forward with alternating legs."
"Plank Jacks";"Conditioning";"Cardio";"None";"Core";"Push";"Abs, Shoulders";"In a plank position, jump your feet out and in while keeping your core tight."
"Ski Jumps";"Conditioning";"Cardio";"None";"Lower body";"Push";"Quads, Glutes";"Jump side to side like skiing, landing softly and maintaining balance."
"Shoulder Press";"Crossfit";"Strength";"Dumbbells";"Upper body";"Push";"Shoulders, Triceps";"Press the weights overhead while standing or sitting."
"Windshield Wipers";"Crossfit";"Strength";"None";"Core";"Pull";"Abs, Obliques";"Hang from a pull-up bar and rotate your legs side to side."
"Barbell Lunges";"Crossfit";"Strength";"Barbell";"Lower body";"Push";"Quads, Glutes";"Lunge forward with the barbell on your back or in front."
"Alternating Dumbbell Bench Press";"Crossfit";"Strength";"Dumbbells";"Upper body";"Push";"Chest, Triceps";"On a bench, alternate pressing the dumbbells up and down."
"Z-Press";"Crossfit";"Strength";"Barbell";"Full body";"Push";"Shoulders, Core";"Sit on the floor with legs extended and press the barbell overhead."
"Hip Circles";"Crossfit";"Mobility";"None";"Lower body";"Stretch";"Hip Flexors, Glutes";"Stand on one leg and make circles with the other leg to mobilize the hip joint."
"Crossover Symmetry";"Conditioning";"Mobility";"Resistance Bands";"Full body";"Mobility";"Shoulders, Upper Back";"Use resistance bands to perform various shoulder exercises for stability."
"Dead Bugs";"Crossfit";"Strength";"None";"Core";"Pull";"Abs, Hip Flexors";"Lie on your back, extend your arms and legs, and alternate moving opposite limbs."
"Burpee Box Jump";"Conditioning";"Cardio";"Box";"Full body";"Push";"Quads, Glutes";"Perform a burpee and jump onto the box, landing softly."
"Kettlebell Turkish Get-up";"Crossfit";"Strength";"Kettlebell";"Full body";"Push";"Core, Shoulders";"Start lying down and rise to a standing position while holding the kettlebell overhead."
"Squat to Press";"Crossfit";"Strength";"Dumbbells";"Full body";"Push";"Quads, Shoulders";"Squat down while holding weights and press them overhead as you stand."
"Side Plank Leg Lifts";"Crossfit";"Strength";"None";"Core";"Pull";"Obliques, Glutes";"In a side plank, lift your top leg and lower it back down."
"Dumbbell Chest Fly";"Crossfit";"Strength";"Dumbbells";"Upper body";"Pull";"Chest, Shoulders";"Lie on a bench and open your arms wide while holding dumbbells, then bring them back together."
"Air Squats";"Crossfit";"Strength";"None";"Lower body";"Push";"Quads, Glutes";"Perform a bodyweight squat, keeping your chest up and back straight."
"Glute Bridges";"Crossfit";"Strength";"Bodyweight";"Lower body";"Push";"Glutes, Hamstrings";"Lie on your back with knees bent and lift your hips up towards the ceiling."
"Tabata Workouts";"Conditioning";"Cardio";"None";"Full body";"Cardio";"All muscle groups";"Perform 20 seconds of intense work followed by 10 seconds of rest for 8 rounds."
"Walking Plank";"Crossfit";"Strength";"None";"Core";"Hold";"Core, Shoulders";"In a plank position, walk your hands forward and back while keeping your core engaged."
"Plank Up-downs";"Crossfit";"Strength";"None";"Core";"Push";"Core, Triceps";"Move between a plank and push-up position, alternating arms."
"Squat Jumps";"Conditioning";"Strength";"None";"Lower body";"Push";"Quads, Glutes";"Jump explosively from a squat position, landing softly."
"Calf Raises";"Crossfit";"Strength";"Bodyweight";"Lower body";"Push";"Calves";"Stand on the edge of a step and raise your heels up, then lower back down."
"Seated Shoulder Press";"Crossfit";"Strength";"Dumbbells";"Upper body";"Push";"Shoulders, Triceps";"Sit on a bench and press the dumbbells overhead."
"Skaters";"Conditioning";"Cardio";"None";"Lower body";"Push";"Glutes, Hamstrings";"Jump side to side, landing on one leg each time."
"Bear Crawl";"Conditioning";"Strength";"None";"Full body";"Push";"Shoulders, Core";"Crawl on all fours while keeping your knees off the ground."
"Kettlebell Russian Twist";"Crossfit";"Strength";"Kettlebell";"Core";"Pull";"Obliques, Abs";"Sit on the ground, hold a kettlebell and twist your torso side to side."
"Chin-ups";"Crossfit";"Strength";"None";"Upper body";"Pull";"Back, Biceps";"Pull yourself up to a bar, keeping your palms facing you."
"CrossFit Open Workouts";"Conditioning";"Cardio";"None";"Full body";"Cardio";"All muscle groups";"Participate in the CrossFit Open events to test your fitness."
"Flutter Kicks";"Crossfit";"Strength";"None";"Core";"Pull";"Abs, Hip Flexors";"Lie on your back and alternate kicking your legs up and down while keeping your core tight."
"Box Squats";"Crossfit";"Strength";"Box";"Lower body";"Push";"Quads, Glutes";"Squat down onto a box and stand back up, keeping your form intact."
"Wall Ball Shots";"Crossfit";"Strength";"Medicine Ball";"Full body";"Push";"Quads, Shoulders";"Squat down and throw a medicine ball against the wall."
"Cable Woodchoppers";"Crossfit";"Strength";"Cable Machine";"Core";"Pull";"Obliques, Abs";"Pull the cable across your body in a chopping motion."
"Back Extensions";"Crossfit";"Strength";"None";"Lower body";"Pull";"Lower Back";"Lie face down and lift your chest off the ground using your lower back."
"Box Push-ups";"Crossfit";"Strength";"Box";"Upper body";"Push";"Chest, Triceps";"Place your hands on a box and perform push-ups."
"Sledgehammer Slams";"Crossfit";"Strength";"Sledgehammer";"Full body";"Push";"Core, Shoulders";"Lift the sledgehammer overhead and slam it down onto a tire."
"Reverse Crunches";"Crossfit";"Strength";"None";"Core";"Pull";"Abs";"Lie on your back and lift your knees towards your chest while curling your hips off the ground."
"Farmer's Walk";"Crossfit";"Strength";"Dumbbells";"Full body";"Push";"Forearms, Shoulders";"Carry weights in each hand while walking for distance."
"Plank Shoulder Taps";"Crossfit";"Strength";"None";"Core";"Pull";"Shoulders, Core";"In a plank position, tap your shoulder with the opposite hand while keeping your body stable."
